+----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
; Legal Partition Candidates                                                                                                                                                                                                                                                                                                 ;
+-----------------------------------------------------------------------------------------------------------------------+-------+----------------+--------------+----------------+--------+-----------------+---------------+-----------------+-------+----------------+--------------+------------------+-------------------+
; Hierarchy                                                                                                             ; Input ; Constant Input ; Unused Input ; Floating Input ; Output ; Constant Output ; Unused Output ; Floating Output ; Bidir ; Constant Bidir ; Unused Bidir ; Input only Bidir ; Output only Bidir ;
; u0|video_scaler_0|Multiply_Height                                                                                     ; 14    ; 0              ; 0            ; 0              ; 13     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|video_scaler_0                                                                                                     ; 14    ; 0              ; 0            ; 0              ; 13     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|video_scaler|Shrink_Frame                                                                                          ; 30    ; 0              ; 0            ; 0              ; 28     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|video_scaler                                                                                                       ; 30    ; 0              ; 0            ; 0              ; 28     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|video_rgb_resampler                                                                                                ; 30    ; 0              ; 0            ; 0              ; 12     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|video_pll|reset_from_locked                                                                                        ; 1     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|video_pll|video_pll|PLL_for_DE_Series_Boards|auto_generated                                                        ; 2     ; 1              ; 0            ; 1              ; 7      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|video_pll|video_pll                                                                                                ; 2     ; 0              ; 1            ; 0              ; 3      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|video_pll                                                                                                          ; 2     ; 0              ; 0            ; 0              ; 3      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|video_pixel_rgb_resampler_1                                                                                        ; 14    ; 0              ; 0            ; 0              ; 34     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|video_pixel_buffer_dma|Image_Buffer|auto_generated|dpfifo|wr_ptr                                                   ; 3     ; 0              ; 0            ; 0              ; 7      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|video_pixel_buffer_dma|Image_Buffer|auto_generated|dpfifo|usedw_counter                                            ; 4     ; 0              ; 0            ; 0              ; 7      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|video_pixel_buffer_dma|Image_Buffer|auto_generated|dpfifo|rd_ptr_msb                                               ; 3     ; 0              ; 0            ; 0              ; 6      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|video_pixel_buffer_dma|Image_Buffer|auto_generated|dpfifo|three_comparison                                         ; 14    ; 7              ; 0            ; 7              ; 1      ; 7               ; 7             ; 7               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|video_pixel_buffer_dma|Image_Buffer|auto_generated|dpfifo|almost_full_comparer                                     ; 14    ; 7              ; 0            ; 7              ; 1      ; 7               ; 7             ; 7               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|video_pixel_buffer_dma|Image_Buffer|auto_generated|dpfifo|FIFOram                                                  ; 26    ; 0              ; 0            ; 0              ; 10     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|video_pixel_buffer_dma|Image_Buffer|auto_generated|dpfifo                                                          ; 14    ; 0              ; 0            ; 0              ; 19     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|video_pixel_buffer_dma|Image_Buffer|auto_generated                                                                 ; 14    ; 0              ; 0            ; 0              ; 14     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|video_pixel_buffer_dma                                                                                             ; 53    ; 0              ; 0            ; 0              ; 77     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|video_dual_clock_buffer|Data_FIFO|auto_generated|wrfull_eq_comp_msb_mux                                            ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|video_dual_clock_buffer|Data_FIFO|auto_generated|wrfull_eq_comp_lsb_mux                                            ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|video_dual_clock_buffer|Data_FIFO|auto_generated|rdemp_eq_comp_msb_mux                                             ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|video_dual_clock_buffer|Data_FIFO|auto_generated|rdemp_eq_comp_lsb_mux                                             ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|video_dual_clock_buffer|Data_FIFO|auto_generated|wrfull_eq_comp_msb                                                ; 8     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|video_dual_clock_buffer|Data_FIFO|auto_generated|wrfull_eq_comp_lsb                                                ; 8     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|video_dual_clock_buffer|Data_FIFO|auto_generated|wrfull_eq_comp1_msb                                               ; 8     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|video_dual_clock_buffer|Data_FIFO|auto_generated|wrfull_eq_comp1_lsb                                               ; 8     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|video_dual_clock_buffer|Data_FIFO|auto_generated|rdempty_eq_comp_msb                                               ; 8     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|video_dual_clock_buffer|Data_FIFO|auto_generated|rdempty_eq_comp_lsb                                               ; 8     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|video_dual_clock_buffer|Data_FIFO|auto_generated|rdempty_eq_comp1_msb                                              ; 8     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|video_dual_clock_buffer|Data_FIFO|auto_generated|rdempty_eq_comp1_lsb                                              ; 8     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|video_dual_clock_buffer|Data_FIFO|auto_generated|ws_dgrp|dffpipe9                                                  ; 9     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|video_dual_clock_buffer|Data_FIFO|auto_generated|ws_dgrp                                                           ; 9     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|video_dual_clock_buffer|Data_FIFO|auto_generated|ws_bwp                                                            ; 9     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|video_dual_clock_buffer|Data_FIFO|auto_generated|ws_brp                                                            ; 9     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|video_dual_clock_buffer|Data_FIFO|auto_generated|rs_dgwp|dffpipe6                                                  ; 9     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|video_dual_clock_buffer|Data_FIFO|auto_generated|rs_dgwp                                                           ; 9     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|video_dual_clock_buffer|Data_FIFO|auto_generated|fifo_ram                                                          ; 50    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|video_dual_clock_buffer|Data_FIFO|auto_generated|wrptr_g1p                                                         ; 2     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|video_dual_clock_buffer|Data_FIFO|auto_generated|rdptr_g1p                                                         ; 2     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|video_dual_clock_buffer|Data_FIFO|auto_generated|ws_dgrp_gray2bin                                                  ; 8     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|video_dual_clock_buffer|Data_FIFO|auto_generated|wrptr_g_gray2bin                                                  ; 8     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|video_dual_clock_buffer|Data_FIFO|auto_generated                                                                   ; 36    ; 0              ; 0            ; 0              ; 40     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|video_dual_clock_buffer                                                                                            ; 38    ; 0              ; 2            ; 0              ; 34     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|video_dma_controller|From_Stream_to_Memory                                                                         ; 15    ; 0              ; 2            ; 0              ; 12     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|video_dma_controller|DMA_Control_Slave                                                                             ; 43    ; 0              ; 0            ; 0              ; 65     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|video_dma_controller                                                                                               ; 54    ; 0              ; 0            ; 0              ; 74     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|video_decoder_0|Video_In_Dual_Clock_FIFO|dcfifo_component|auto_generated|wrfull_eq_comp                            ; 16    ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|video_decoder_0|Video_In_Dual_Clock_FIFO|dcfifo_component|auto_generated|rdempty_eq_comp                           ; 16    ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|video_decoder_0|Video_In_Dual_Clock_FIFO|dcfifo_component|auto_generated|ws_dgrp|dffpipe16                         ; 9     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|video_decoder_0|Video_In_Dual_Clock_FIFO|dcfifo_component|auto_generated|ws_dgrp                                   ; 9     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|video_decoder_0|Video_In_Dual_Clock_FIFO|dcfifo_component|auto_generated|ws_bwp                                    ; 9     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|video_decoder_0|Video_In_Dual_Clock_FIFO|dcfifo_component|auto_generated|ws_brp                                    ; 9     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|video_decoder_0|Video_In_Dual_Clock_FIFO|dcfifo_component|auto_generated|rs_dgwp|dffpipe13                         ; 9     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|video_decoder_0|Video_In_Dual_Clock_FIFO|dcfifo_component|auto_generated|rs_dgwp                                   ; 9     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|video_decoder_0|Video_In_Dual_Clock_FIFO|dcfifo_component|auto_generated|rs_bwp                                    ; 9     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|video_decoder_0|Video_In_Dual_Clock_FIFO|dcfifo_component|auto_generated|rs_brp                                    ; 9     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|video_decoder_0|Video_In_Dual_Clock_FIFO|dcfifo_component|auto_generated|fifo_ram                                  ; 28    ; 0              ; 0            ; 0              ; 10     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|video_decoder_0|Video_In_Dual_Clock_FIFO|dcfifo_component|auto_generated|wrptr_g1p                                 ; 2     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|video_decoder_0|Video_In_Dual_Clock_FIFO|dcfifo_component|auto_generated|rdptr_g1p                                 ; 2     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|video_decoder_0|Video_In_Dual_Clock_FIFO|dcfifo_component|auto_generated|ws_dgrp_gray2bin                          ; 8     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|video_decoder_0|Video_In_Dual_Clock_FIFO|dcfifo_component|auto_generated|wrptr_g_gray2bin                          ; 8     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|video_decoder_0|Video_In_Dual_Clock_FIFO|dcfifo_component|auto_generated|rs_dgwp_gray2bin                          ; 8     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|video_decoder_0|Video_In_Dual_Clock_FIFO|dcfifo_component|auto_generated|rdptr_g_gray2bin                          ; 8     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|video_decoder_0|Video_In_Dual_Clock_FIFO|dcfifo_component|auto_generated                                           ; 14    ; 0              ; 0            ; 0              ; 26     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|video_decoder_0|Video_In_Dual_Clock_FIFO                                                                           ; 14    ; 0              ; 0            ; 0              ; 26     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|video_decoder_0|Camera_Decoder                                                                                     ; 13    ; 0              ; 0            ; 0              ; 11     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|video_decoder_0                                                                                                    ; 19    ; 0              ; 5            ; 0              ; 11     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|video_clipper|Clipper_Add|Clipper_Add_Counters                                                                     ; 3     ; 0              ; 0            ; 0              ; 3      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|video_clipper|Clipper_Add                                                                                          ; 32    ; 0              ; 4            ; 0              ; 30     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|video_clipper|Clipper_Drop|Clipper_Drop_Counters                                                                   ; 3     ; 0              ; 0            ; 0              ; 4      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|video_clipper|Clipper_Drop                                                                                         ; 32    ; 0              ; 0            ; 0              ; 30     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|video_clipper                                                                                                      ; 30    ; 0              ; 0            ; 0              ; 28     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|video_bayer_resampler|bayern_pattern_shift_reg|auto_generated|cntr1|cmpr4                                          ; 24    ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|video_bayer_resampler|bayern_pattern_shift_reg|auto_generated|cntr1                                                ; 2     ; 0              ; 0            ; 0              ; 12     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|video_bayer_resampler|bayern_pattern_shift_reg|auto_generated|altsyncram2                                          ; 35    ; 1              ; 0            ; 1              ; 8      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|video_bayer_resampler|bayern_pattern_shift_reg|auto_generated                                                      ; 10    ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|video_bayer_resampler                                                                                              ; 14    ; 0              ; 0            ; 0              ; 28     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|sobel_edge_detector_0|Pixel_Data_Shift_Register|altshift_taps_component|auto_generated|cntr1|cmpr4                 ; 22    ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|sobel_edge_detector_0|Pixel_Data_Shift_Register|altshift_taps_component|auto_generated|cntr1                       ; 2     ; 0              ; 0            ; 0              ; 11     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|sobel_edge_detector_0|Pixel_Data_Shift_Register|altshift_taps_component|auto_generated|altsyncram2                 ; 33    ; 1              ; 0            ; 1              ; 8      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|sobel_edge_detector_0|Pixel_Data_Shift_Register|altshift_taps_component|auto_generated                             ; 10    ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|sobel_edge_detector_0|Pixel_Data_Shift_Register                                                                    ; 10    ; 8              ; 0            ; 8              ; 16     ; 8               ; 8             ; 8               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|sobel_edge_detector_0|Pixel_Info_Shift_Register|ALTSHIFT_TAPS_component|auto_generated|cntr1|cmpr4                 ; 22    ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|sobel_edge_detector_0|Pixel_Info_Shift_Register|ALTSHIFT_TAPS_component|auto_generated|cntr1                       ; 2     ; 0              ; 0            ; 0              ; 11     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|sobel_edge_detector_0|Pixel_Info_Shift_Register|ALTSHIFT_TAPS_component|auto_generated|altsyncram2                 ; 27    ; 1              ; 0            ; 1              ; 2      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|sobel_edge_detector_0|Pixel_Info_Shift_Register|ALTSHIFT_TAPS_component|auto_generated                             ; 4     ; 0              ; 0            ; 0              ; 4      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|sobel_edge_detector_0|Pixel_Info_Shift_Register                                                                    ; 4     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|sobel_edge_detector_0|Filter_4|shift_register_2|altshift_taps_component|auto_generated|cntr1|cmpr4                 ; 18    ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|sobel_edge_detector_0|Filter_4|shift_register_2|altshift_taps_component|auto_generated|cntr1                       ; 2     ; 0              ; 0            ; 0              ; 9      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|sobel_edge_detector_0|Filter_4|shift_register_2|altshift_taps_component|auto_generated|altsyncram2                 ; 30    ; 1              ; 0            ; 1              ; 9      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|sobel_edge_detector_0|Filter_4|shift_register_2|altshift_taps_component|auto_generated                             ; 11    ; 0              ; 0            ; 0              ; 18     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|sobel_edge_detector_0|Filter_4|shift_register_2                                                                    ; 11    ; 8              ; 0            ; 8              ; 9      ; 8               ; 8             ; 8               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|sobel_edge_detector_0|Filter_4|shift_register_1|altshift_taps_component|auto_generated|cntr1|cmpr4                 ; 18    ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|sobel_edge_detector_0|Filter_4|shift_register_1|altshift_taps_component|auto_generated|cntr1                       ; 2     ; 0              ; 0            ; 0              ; 9      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|sobel_edge_detector_0|Filter_4|shift_register_1|altshift_taps_component|auto_generated|altsyncram2                 ; 30    ; 1              ; 0            ; 1              ; 9      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|sobel_edge_detector_0|Filter_4|shift_register_1|altshift_taps_component|auto_generated                             ; 11    ; 0              ; 0            ; 0              ; 18     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|sobel_edge_detector_0|Filter_4|shift_register_1                                                                    ; 11    ; 0              ; 0            ; 0              ; 9      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|sobel_edge_detector_0|Filter_4                                                                                     ; 11    ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|sobel_edge_detector_0|Filter_3|shift_register_2|altshift_taps_component|auto_generated|cntr1|cmpr4                 ; 18    ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|sobel_edge_detector_0|Filter_3|shift_register_2|altshift_taps_component|auto_generated|cntr1                       ; 2     ; 0              ; 0            ; 0              ; 9      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|sobel_edge_detector_0|Filter_3|shift_register_2|altshift_taps_component|auto_generated|altsyncram2                 ; 31    ; 1              ; 0            ; 1              ; 10     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|sobel_edge_detector_0|Filter_3|shift_register_2|altshift_taps_component|auto_generated                             ; 12    ; 0              ; 0            ; 0              ; 20     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|sobel_edge_detector_0|Filter_3|shift_register_2                                                                    ; 12    ; 2              ; 0            ; 2              ; 10     ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|sobel_edge_detector_0|Filter_3|shift_register_1|altshift_taps_component|auto_generated|cntr1|cmpr4                 ; 18    ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|sobel_edge_detector_0|Filter_3|shift_register_1|altshift_taps_component|auto_generated|cntr1                       ; 2     ; 0              ; 0            ; 0              ; 9      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|sobel_edge_detector_0|Filter_3|shift_register_1|altshift_taps_component|auto_generated|altsyncram2                 ; 31    ; 1              ; 0            ; 1              ; 10     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|sobel_edge_detector_0|Filter_3|shift_register_1|altshift_taps_component|auto_generated                             ; 12    ; 0              ; 0            ; 0              ; 20     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|sobel_edge_detector_0|Filter_3|shift_register_1                                                                    ; 12    ; 0              ; 0            ; 0              ; 10     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|sobel_edge_detector_0|Filter_3                                                                                     ; 13    ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|sobel_edge_detector_0|Filter_2|shift_register_2|altshift_taps_component|auto_generated|cntr1|cmpr4                 ; 18    ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|sobel_edge_detector_0|Filter_2|shift_register_2|altshift_taps_component|auto_generated|cntr1                       ; 2     ; 0              ; 0            ; 0              ; 9      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|sobel_edge_detector_0|Filter_2|shift_register_2|altshift_taps_component|auto_generated|altsyncram2                 ; 30    ; 1              ; 0            ; 1              ; 9      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|sobel_edge_detector_0|Filter_2|shift_register_2|altshift_taps_component|auto_generated                             ; 11    ; 0              ; 0            ; 0              ; 18     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|sobel_edge_detector_0|Filter_2|shift_register_2                                                                    ; 11    ; 0              ; 0            ; 0              ; 9      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|sobel_edge_detector_0|Filter_2|shift_register_1|altshift_taps_component|auto_generated|cntr1|cmpr4                 ; 18    ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|sobel_edge_detector_0|Filter_2|shift_register_1|altshift_taps_component|auto_generated|cntr1                       ; 2     ; 0              ; 0            ; 0              ; 9      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|sobel_edge_detector_0|Filter_2|shift_register_1|altshift_taps_component|auto_generated|altsyncram2                 ; 30    ; 1              ; 0            ; 1              ; 9      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|sobel_edge_detector_0|Filter_2|shift_register_1|altshift_taps_component|auto_generated                             ; 11    ; 0              ; 0            ; 0              ; 18     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|sobel_edge_detector_0|Filter_2|shift_register_1                                                                    ; 11    ; 0              ; 0            ; 0              ; 9      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|sobel_edge_detector_0|Filter_2                                                                                     ; 12    ; 0              ; 0            ; 0              ; 10     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|sobel_edge_detector_0|Filter_1|shift_register_4|altshift_taps_component|auto_generated|cntr1|cmpr4                 ; 18    ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
